SITENAME,Date,Plot,Plot_Size,Species,Shell_Height,Shell_Width,Wet_Weight,AFDW
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,9.5,14,0.805,61.5
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,8.7,12.2,0.444,32.2
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,10.7,14,0.914,61.5
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,10.9,13.9,0.873,59.4
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,10,13.8,0.847,57.3
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,8.2,11.3,0.452,23.3
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,6,8.5,0.156,8.5
Rabbit Key Basin,2000-08-12,1,1,Modulus modulus,5.8,8.1,0.124,7.4
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,8,11.5,0.387,25
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,10.4,13.1,0.808,44.5
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,9.5,13.5,0.745,51.4
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,9.9,13.6,0.752,53.3
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,8,11.7,0.413,26.9
Rabbit Key Basin,2000-08-12,2,1,Modulus modulus,6.6,9.1,0.183,10.6
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,8.5,12.2,0.559,32.2
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,10.2,13.8,0.81,57.3
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,9.5,12.5,0.616,35.9
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,9,12.7,0.537,38.5
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,7.7,10.6,0.293,18.1
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,7.2,10.1,0.256,15.1
Rabbit Key Basin,2000-08-12,3,1,Modulus modulus,6.7,8.8,0.163,9.5
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,9.8,13.1,0.667,44.5
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,9.2,12.8,0.665,40
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,7.5,10.9,0.308,20.2
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,2.4,3.1,0.011,1.2
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,10.2,13.2,0.869,46.1
Rabbit Key Basin,2000-08-12,4,1,Modulus modulus,8.8,12.5,0.486,35.9
Rabbit Key Basin,2000-08-12,5,1,Modulus modulus,8.3,11.4,0.422,24.2
Rabbit Key Basin,2000-08-12,5,1,Modulus modulus,9.8,13.3,0.714,47.8
Rabbit Key Basin,2000-08-12,5,1,Modulus modulus,8.9,12.6,0.495,37.2
Rabbit Key Basin,2000-08-12,5,1,Modulus modulus,10.7,14.6,1.016,76.4
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,10,13.8,0.82,57.3
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9.9,13.4,0.786,49.6
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,10.2,14,0.878,61.5
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9.9,14.1,0.774,63.8
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9.5,13,0.642,42.9
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9.6,13,0.7,42.9
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,8.9,12.8,0.599,40
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,7.2,10,0.245,14.6
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9,13.1,0.689,44.5
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,5.8,8.1,0.13,7.4
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,9,12.2,0.567,32.2
Rabbit Key Basin,2000-08-12,6,1,Modulus modulus,5.8,8.9,0.168,9.8
Rabbit Key Basin,2000-08-12,2,1,Prunum apicinum,11.1,6.9,0.319,NA
Rabbit Key Basin,2000-08-12,1,1,Tegula fasciata,9,11.2,0.603,34.6
Rabbit Key Basin,2000-08-12,1,1,Tegula fasciata,7.8,10.8,0.462,30.6
Rabbit Key Basin,2000-08-12,1,1,Tegula fasciata,7.9,10.9,0.465,31.6
Rabbit Key Basin,2000-08-12,1,1,Tegula fasciata,7.4,10.5,0.392,27.9
Rabbit Key Basin,2000-08-12,1,1,Tegula fasciata,6.3,8.7,0.216,16
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,5.5,8.8,0.21,16.5
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,5.9,8.3,0.183,14.2
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,5,7.7,0.139,11.8
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,10.8,12.8,1.008,56.7
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,8,11.1,0.46,33.6
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,8.6,11.4,0.588,36.8
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,8,11.2,0.51,34.6
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,10.1,12.9,0.927,58.5
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,9.3,12.3,0.655,48.6
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,8.2,11.3,0.507,35.7
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,9.4,12,0.722,44.3
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,7.4,9.7,0.352,21.8
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,5.8,8.6,0.199,15.6
Rabbit Key Basin,2000-08-12,2,1,Tegula fasciata,9.7,12.8,0.861,56.7
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,7,9.9,0.332,23.2
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,3.2,4.3,0.032,4.1
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,11.5,14.6,1.329,98.7
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,6.9,10,0.382,23.9
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,7.4,10,0.375,23.9
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,8,10.6,0.448,28.8
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,5.1,7.5,0.135,11.1
Rabbit Key Basin,2000-08-12,3,1,Tegula fasciata,3.5,5.2,0.042,5.5
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,9.2,11.6,0.717,39.2
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,6,9,0.244,17.6
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,6.8,9.9,0.327,23.2
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,7.5,10,0.404,23.9
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,9,12.6,0.77,53.3
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,7,9.8,0.34,22.5
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,10.2,13.7,1.061,74.8
Rabbit Key Basin,2000-08-12,4,1,Tegula fasciata,6,8.8,0.221,16.5
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,10.9,14.5,1.12,95.7
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,9.8,13,0.933,60.3
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,9.4,12.6,0.779,53.3
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,9.1,12.2,0.733,47.1
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,8.7,11.4,0.585,36.8
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,4.3,7,0.101,9.5
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,13,16,1.736,151.9
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,12.5,15.3,1.587,122.5
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7.1,9.6,0.313,21.2
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7.5,10.5,0.394,27.9
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,9.2,12.6,0.777,53.3
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,9.3,12.7,0.839,55
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,10.8,13.3,1.091,66.1
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,8.7,10.8,0.555,30.6
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7.6,10.6,0.442,28.8
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,8.8,11.9,0.704,43
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7,9.8,0.345,22.5
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7.5,9.9,0.373,23.2
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,4.9,7.6,0.132,11.4
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,10.2,13.5,1.022,70.3
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,6.5,10,0.341,23.9
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7,10.1,0.367,24.7
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,7,9.8,0.326,22.5
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,6.7,9.9,0.347,23.2
Rabbit Key Basin,2000-08-12,5,1,Tegula fasciata,3.9,5.7,0.059,6.4
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,8.4,12,0.695,44.3
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,10.2,13.5,1.023,70.3
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,9.7,12.7,0.853,55
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,11.9,13.7,1.239,74.8
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,7.8,10.6,0.42,28.8
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,9.1,12.1,0.703,45.7
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,9.3,11.7,0.649,40.4
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,9.1,11.5,0.672,38
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,6.5,9,0.239,17.6
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,4.8,7.1,0.105,9.8
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,5.6,8.2,0.177,13.7
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,4.2,6.3,0.079,7.7
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,6.5,9.3,0.267,19.3
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,7,10.2,0.367,25.5
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,6.8,9.5,0.279,20.5
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,6.1,8.9,0.22,17.1
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,7.9,10.6,0.39,28.8
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,7.6,10.5,0.406,27.9
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,3,5.1,0.039,5.3
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,5.9,8.6,0.207,15.6
Rabbit Key Basin,2000-08-12,6,1,Tegula fasciata,7.8,10.7,0.415,29.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.5,9.9,0.493,39.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,13.4,11.5,0.721,64.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.5,10.1,0.551,39.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,12.9,11.3,0.735,56.5
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10.4,9,0.386,30.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.4,7.8,0.216,18.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.2,9.5,0.474,36.8
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.9,10.3,0.569,43.9
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,12.2,10.8,0.644,47.4
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10.4,8.6,0.366,30.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.6,10.2,0.524,40.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.7,10.6,0.577,41.8
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10.4,9.3,0.377,30.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10,8.9,0.352,27.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,9.6,8.6,0.352,24.6
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,9.5,8,0.293,24
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.2,9.5,0.507,36.8
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.4,7.5,0.214,18.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10,9,0.362,27.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10.1,8.7,0.364,27.9
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,9.5,8.4,0.305,24
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.8,7.8,0.213,20.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,9.1,8.2,0.274,21.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,12.8,10.9,0.624,55.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.6,7.9,0.243,19.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,12.1,11,0.624,46.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,11.1,9.8,0.448,35.9
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,9,8,0.262,21.2
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.8,7.8,0.24,20.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,6.2,5.7,0.097,10.5
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,6.2,6.2,0.11,10.5
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,7.5,6.8,0.148,14.5
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,7.8,7.3,0.175,15.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,7.1,6.7,0.134,13.1
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.7,7.6,0.227,19.6
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,10.6,9.4,0.397,31.7
Rabbit Key Basin,2000-08-12,1,1,Turbo castanea,8.7,7.9,0.247,19.6
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,10.7,9.3,0.381,32.5
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,13.9,12.3,0.833,72.7
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,10.1,8.8,0.337,27.9
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,11,9.8,0.467,35
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,8.6,8,0.228,19.1
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,6.7,6.2,0.112,11.9
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,7.5,6.7,0.136,14.5
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,8.3,7.8,0.216,17.8
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,9.8,8.7,0.326,25.9
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,10.6,9.5,0.399,31.7
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,7.3,6.5,0.136,13.8
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,8.9,8.2,0.268,20.6
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,5.1,4.7,0.057,7.9
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,8.2,7.6,0.214,17.3
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,5.7,5.3,0.073,9.2
Rabbit Key Basin,2000-08-12,2,1,Turbo castanea,2.8,2.9,0.013,4.5
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,12.3,10.7,0.603,48.6
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,10.8,9.9,0.521,33.3
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,16.1,13.8,1.339,126.4
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,10.3,9,0.356,29.4
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,13,11.2,0.716,57.9
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,12.6,11.1,0.649,52.4
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,10.4,9,0.382,30.1
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,10.5,9,0.384,30.9
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,11.6,9.8,0.506,40.7
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,10.4,9.2,0.366,30.1
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,11.1,9.7,0.469,35.9
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,9.3,8.6,0.305,22.8
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,9.1,8.1,0.266,21.7
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,8.8,8.4,0.279,20.1
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,12.3,11.3,0.628,48.6
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,12.5,11.2,0.685,51.1
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,11.7,10.4,0.479,41.8
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,9.6,8.2,0.28,24.6
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,9.1,8.1,0.249,21.7
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,12.7,11.5,0.707,53.7
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,4.3,3.9,0.04,6.5
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,6.7,6.3,0.111,11.9
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,7.1,6.4,0.128,13.1
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,3.9,3.9,0.032,5.9
Rabbit Key Basin,2000-08-12,3,1,Turbo castanea,8,7.5,0.186,16.5
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,11.6,9.8,0.522,40.7
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,16,13.5,1.249,123.2
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,12.1,10.3,0.594,46.2
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,12.4,10.5,0.582,49.8
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,9.1,8.3,0.266,21.7
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,15.1,12.8,1.019,98.3
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,11.3,9.6,0.463,37.8
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,10.5,9.3,NA,30.9
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,9.5,8.6,0.313,24
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,10.3,9.2,0.363,29.4
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,7.5,6.7,0.158,14.5
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,7.1,6.5,0.137,13.1
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,13.2,11.5,0.721,60.9
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,11,9.3,0.403,35
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,11,9.7,0.454,35
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,7.7,7,0.193,15.3
Rabbit Key Basin,2000-08-12,4,1,Turbo castanea,11.9,10.7,0.583,43.9
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,12.4,10.7,0.586,49.8
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,9.7,8.6,0.309,25.3
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,9.8,8.7,0.334,25.9
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,8.6,8,0.218,19.1
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,10.7,10.2,0.411,32.5
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,11.5,10.3,0.476,39.7
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,7.8,7.5,0.188,15.7
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,11.4,10.3,0.517,38.7
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,12.7,11,0.709,53.7
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,10.6,9.5,0.376,31.7
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,11.3,9.9,0.465,37.8
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,12.5,10.5,0.624,51.1
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,12.8,11.3,0.715,55.1
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,12.5,10.9,0.619,51.1
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,10.5,9.3,0.394,30.9
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,11.7,10.3,0.535,41.8
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,7.3,6.6,0.139,13.8
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,7.6,7.3,0.163,14.9
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,10.7,9.7,0.454,32.5
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,4.9,4.9,0.056,7.5
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,4.9,4.8,NA,7.5
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,9.3,8.9,0.302,22.8
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,9.5,8.5,0.308,24
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,8,7.3,0.187,16.5
Rabbit Key Basin,2000-08-12,5,1,Turbo castanea,5.6,5,0.069,9
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.5,10.3,0.512,39.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,12.2,9.9,0.554,47.4
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.3,7.5,0.201,17.8
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.3,9.8,0.519,37.8
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.4,10.3,0.491,38.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,12.5,11,0.595,51.1
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.6,9.3,0.418,31.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,13.1,10.7,0.657,59.4
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.3,8.9,0.364,29.4
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,14.1,11.8,0.893,76.4
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.5,9.1,0.349,30.9
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.5,9.4,0.394,30.9
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.8,8,0.226,20.1
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.7,9.2,0.357,32.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.4,10,0.511,38.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.8,9.4,0.399,33.3
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.7,10.2,0.531,41.8
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.7,9,0.359,32.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.6,10,0.542,40.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.5,8.5,0.27,24
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.7,9.8,0.433,32.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.9,8.4,0.27,26.6
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.2,8.3,0.252,22.3
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.1,7.8,0.245,21.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.1,9.7,0.47,35.9
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.1,9.8,0.465,35.9
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,11.5,9.8,0.487,39.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.5,8.5,0.317,24
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,7.2,6.4,0.14,13.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.7,8.2,0.297,25.3
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.5,8.2,0.257,24
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.5,7.7,0.222,18.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.6,7.9,0.215,19.1
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,5.8,5.5,0.077,9.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.1,8.2,0.264,21.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.5,7.7,0.2,18.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,5.5,5.2,0.068,8.8
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.8,9.7,0.427,33.3
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,6.9,6.6,0.121,12.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,7.5,6.8,0.139,14.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,8.8,7.8,0.227,20.1
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,6.3,5.5,0.089,10.7
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,7.2,6.5,0.137,13.5
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,9.7,8.6,0.315,25.3
Rabbit Key Basin,2000-08-12,6,1,Turbo castanea,10.3,9,0.39,29.4
Rabbit Key Basin,2000-08-12,1,1,Zafrona taylorae,9.3,4.4,0.067,NA
Rabbit Key Basin,2000-08-12,1,1,Zafrona taylorae,5.7,2.8,0.017,NA
Rabbit Key Basin,2000-08-12,2,1,Zafrona taylorae,7.8,3.4,NA,NA
Rabbit Key Basin,2000-08-12,4,1,Zafrona taylorae,9.5,3.9,0.056,NA
Rabbit Key Basin,2000-08-12,4,1,Zafrona taylorae,8.5,3.6,0.063,NA
Rabbit Key Basin,2000-08-12,4,1,Zafrona taylorae,6.1,2.8,0.021,NA
Rabbit Key Basin,2000-08-12,4,1,Zafrona taylorae,6.1,3,0.023,NA
Rabbit Key Basin,2000-08-12,4,1,Zafrona taylorae,6.1,2.8,0.02,NA
Rabbit Key Basin,2000-08-12,5,1,Zafrona taylorae,6.2,2.7,0.022,NA
Rabbit Key Basin,2000-10-09,1,1,Astrea phoebia,4.1,15.5,0.217,52.8
Rabbit Key Basin,2000-10-09,1,1,Astrea phoebia,4,13,0.155,52.1
Rabbit Key Basin,2000-10-09,3,1,Astrea phoebia,4.3,17.1,0.248,54.1
Rabbit Key Basin,2000-10-09,5,3,Astrea phoebia,3.9,14.9,0.173,51.5
Rabbit Key Basin,2000-10-09,2,1,Bittiolum varium,-9999,NA,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Bittiolum varium,6,2.1,0.02,NA
