year,section,species,length_1_mm,weight_g
1991,OG,Cutthroat trout,41,0.75
1991,OG,Cutthroat trout,48,1.1
1991,OG,Cutthroat trout,79,4.35
1991,OG,Cutthroat trout,106,11.2
1991,OG,Cutthroat trout,73,4.15
1991,OG,Cutthroat trout,80,4.3
1991,OG,Cutthroat trout,148,28.65
1991,OG,Cutthroat trout,36,0.4
1991,OG,Cutthroat trout,80,6.65
1991,OG,Cutthroat trout,112,15.6
1991,OG,Cutthroat trout,88,5.65
1991,OG,Cutthroat trout,100,8.9
1991,OG,Cutthroat trout,75,4.75
1991,OG,Cutthroat trout,153,39.6
1991,OG,Cutthroat trout,47,1.15
1991,OG,Cutthroat trout,94,7.7
1991,OG,Cutthroat trout,110,13.35
1991,OG,Cutthroat trout,52,1.55
1991,OG,Cutthroat trout,133,22
1991,OG,Cutthroat trout,53,1.4
1991,OG,Cutthroat trout,39,0.6
1991,OG,Cutthroat trout,40,0.65
1991,OG,Cutthroat trout,50,1.25
1991,OG,Cutthroat trout,43,0.75
1991,OG,Cutthroat trout,55,1.4
1991,OG,Cutthroat trout,136,21
1991,OG,Cutthroat trout,131,19.25
1991,OG,Cutthroat trout,122,15.55
1991,OG,Cutthroat trout,56,1.8
1991,OG,Cutthroat trout,55,1.65
1991,OG,Cutthroat trout,84,5.65
1991,OG,Cutthroat trout,146,29.25
1991,OG,Cutthroat trout,89,6.1
1991,OG,Cutthroat trout,114,14
1991,OG,Cutthroat trout,50,1.1
1991,OG,Cutthroat trout,88,6.65
1991,OG,Cutthroat trout,112,13.1
1991,OG,Cutthroat trout,123,17.05
1991,OG,Cutthroat trout,117,14.7
1991,OG,Cutthroat trout,50,1.1
1991,OG,Cutthroat trout,122,15.65
1991,OG,Cutthroat trout,42,0.5
1991,OG,Cutthroat trout,101,11.35
1991,OG,Cutthroat trout,88,5.45
1991,OG,Cutthroat trout,106,10.95
1991,OG,Cutthroat trout,132,20.45
1991,OG,Cutthroat trout,89,5.9
1991,OG,Cutthroat trout,122,15.85
1991,OG,Cutthroat trout,36,0.65
1991,OG,Cutthroat trout,41,0.75
1991,OG,Cutthroat trout,82,4.7
1991,OG,Cutthroat trout,94,7.2
1991,OG,Cutthroat trout,85,3.35
1991,OG,Cutthroat trout,126,18.55
1991,OG,Cutthroat trout,45,0.8
1991,OG,Cutthroat trout,114,13.7
1991,OG,Cutthroat trout,88,5.75
1991,OG,Cutthroat trout,42,0.8
1991,OG,Cutthroat trout,46,0.8
1991,OG,Cutthroat trout,51,1.15
1991,OG,Cutthroat trout,89,7.4
1991,OG,Cutthroat trout,82,5.95
1991,OG,Cutthroat trout,48,1.05
1991,OG,Cutthroat trout,52,1.55
1991,OG,Cutthroat trout,94,7.55
1991,OG,Cutthroat trout,142,24.05
1991,OG,Cutthroat trout,105,9.5
1991,OG,Cutthroat trout,156,32.2
1991,OG,Cutthroat trout,53,1.5
1991,OG,Cutthroat trout,55,1.55
1991,OG,Cutthroat trout,50,1
1991,OG,Cutthroat trout,57,1.45
1991,OG,Cutthroat trout,56,1.8
1991,OG,Cutthroat trout,46,0.95
1991,OG,Cutthroat trout,112,10.95
1991,OG,Cutthroat trout,102,9.15
1991,OG,Cutthroat trout,95,9.6
1991,OG,Cutthroat trout,43,0.9
1991,OG,Cutthroat trout,43,0.65
1991,OG,Cutthroat trout,50,1.05
1991,OG,Cutthroat trout,53,1.65
1991,OG,Cutthroat trout,116,13.25
1991,OG,Cutthroat trout,93,6.75
1991,OG,Cutthroat trout,37,0.45
1991,OG,Cutthroat trout,49,1.05
1991,OG,Cutthroat trout,43,0.75
1991,OG,Cutthroat trout,46,1
1991,OG,Cutthroat trout,102,10.15
1991,OG,Cutthroat trout,88,5.55
1991,OG,Cutthroat trout,100,8.7
1991,OG,Cutthroat trout,106,10.4
1991,OG,Cutthroat trout,129,18.45
1991,OG,Cutthroat trout,80,5.4
1991,OG,Cutthroat trout,52,1.15
1991,OG,Cutthroat trout,47,0.85
1991,OG,Cutthroat trout,42,0.85
1991,OG,Cutthroat trout,46,0.85
1991,OG,Cutthroat trout,53,1.5
1991,OG,Cutthroat trout,55,1.65
1991,OG,Cutthroat trout,54,1.5
1991,OG,Cutthroat trout,150,27.8
1991,OG,Cutthroat trout,93,9
1991,OG,Cutthroat trout,50,1.2
1991,OG,Cutthroat trout,55,1.9
1991,OG,Cutthroat trout,39,0.55
1991,OG,Cutthroat trout,95,7.4
1991,OG,Cutthroat trout,121,19.15
1991,OG,Cutthroat trout,116,11.95
1991,OG,Cutthroat trout,41,0.7
1991,OG,Cutthroat trout,50,1.35
1991,OG,Cutthroat trout,115,14.7
1991,OG,Cutthroat trout,110,11.2
1991,OG,Cutthroat trout,80,5.3
1991,OG,Cutthroat trout,117,12.8
1991,OG,Cutthroat trout,90,6.45
1991,OG,Cutthroat trout,52,1.45
1991,OG,Cutthroat trout,48,1.1
1991,OG,Cutthroat trout,116,13.3
1991,OG,Cutthroat trout,126,19
1991,OG,Cutthroat trout,131,19.8
1991,OG,Cutthroat trout,135,22.05
1991,OG,Cutthroat trout,120,15.1
1991,OG,Cutthroat trout,53,1.5
1991,OG,Cutthroat trout,57,1.9
1991,OG,Cutthroat trout,57,2
1991,OG,Cutthroat trout,48,1.2
1991,OG,Cutthroat trout,93,7.5
1991,OG,Cutthroat trout,87,5.4
1991,OG,Cutthroat trout,115,13.2
1991,OG,Cutthroat trout,86,5.8
1991,OG,Cutthroat trout,109,11.65
1991,OG,Cutthroat trout,43,0.8
1991,OG,Cutthroat trout,48,1.1
1991,OG,Cutthroat trout,91,6.8
1991,OG,Cutthroat trout,136,26.5
1991,OG,Cutthroat trout,49,1.25
1991,OG,Cutthroat trout,54,1.65
1991,OG,Cutthroat trout,52,1.15
1991,OG,Cutthroat trout,51,1.3
1991,OG,Cutthroat trout,53,1.65
1991,OG,Cutthroat trout,46,0.8
1991,OG,Cutthroat trout,85,5.25
1991,OG,Cutthroat trout,123,15.75
1991,OG,Cutthroat trout,48,0.95
1991,OG,Cutthroat trout,55,1.7
1991,OG,Cutthroat trout,36,0.45
1991,OG,Cutthroat trout,82,5.45
1991,OG,Cutthroat trout,93,6.5
1991,OG,Cutthroat trout,107,10.65
1991,OG,Cutthroat trout,48,1.15
1991,OG,Cutthroat trout,41,0.75
1991,OG,Cutthroat trout,47,1.05
1991,OG,Cutthroat trout,58,2.05
1991,OG,Cutthroat trout,41,0.7
1991,OG,Cutthroat trout,41,0.65
1991,OG,Cutthroat trout,53,1.55
1991,OG,Cutthroat trout,133,24
1991,OG,Cutthroat trout,135,22
1991,OG,Cutthroat trout,143,27.55
1991,OG,Cutthroat trout,50,1.45
1991,OG,Cutthroat trout,50,1.25
1991,OG,Cutthroat trout,49,1.2
1991,OG,Cutthroat trout,54,1.6
1991,OG,Cutthroat trout,125,18
1991,OG,Cutthroat trout,147,27.85
1991,OG,Cutthroat trout,50,1.1
1991,OG,Cutthroat trout,95,7.7
1991,OG,Cutthroat trout,139,25.5
1991,OG,Cutthroat trout,125,13.85
1991,OG,Cutthroat trout,100,8.7
1991,OG,Cutthroat trout,48,0.95
1991,OG,Cutthroat trout,40,0.6
1991,OG,Cutthroat trout,53,1.4
1991,OG,Cutthroat trout,62,2
1991,OG,Cutthroat trout,77,4.8
1991,OG,Cutthroat trout,124,17.1
1992,CC,Cutthroat trout,107,10.87
1992,CC,Cutthroat trout,111,12.55
1992,CC,Cutthroat trout,115,12.51
1992,CC,Cutthroat trout,126,16.99
1992,CC,Cutthroat trout,96,9.16
1992,CC,Cutthroat trout,118,12.36
1992,CC,Cutthroat trout,105,9.21
1992,CC,Cutthroat trout,47,1.11
1992,CC,Cutthroat trout,46,1.14
1992,CC,Cutthroat trout,107,9.88
1992,CC,Cutthroat trout,139,23.9
1992,CC,Cutthroat trout,98,7.92
1992,CC,Cutthroat trout,160,33.03
1992,CC,Cutthroat trout,102,8.91
1992,CC,Cutthroat trout,65,2.48
1992,CC,Cutthroat trout,128,22.03
1992,CC,Cutthroat trout,88,5.95
1992,CC,Cutthroat trout,94,6.53
1992,CC,Cutthroat trout,121,15.6
1992,CC,Cutthroat trout,192,59.19
1992,CC,Cutthroat trout,97,7.42
1992,CC,Cutthroat trout,101,8.25
1992,CC,Cutthroat trout,152,30.43
1992,CC,Cutthroat trout,113,15.72
1992,CC,Cutthroat trout,112,13.36
1992,CC,Cutthroat trout,104,9.5
1992,CC,Cutthroat trout,104,10.07
1992,CC,Cutthroat trout,97,7.94
1992,CC,Cutthroat trout,58,2.01
1992,CC,Cutthroat trout,71,3.19
1992,CC,Cutthroat trout,124,15.18
1992,CC,Cutthroat trout,90,5.99
1992,CC,Cutthroat trout,94,7.1
1992,CC,Cutthroat trout,83,4.48
1992,CC,Cutthroat trout,64,2.29
1992,CC,Cutthroat trout,54,1.28
1992,CC,Cutthroat trout,148,26.86
1992,CC,Cutthroat trout,126,18.69
1992,CC,Cutthroat trout,97,7.93
1992,CC,Cutthroat trout,111,10.62
1992,CC,Cutthroat trout,89,6.6
1992,CC,Cutthroat trout,54,1.74
1992,CC,Cutthroat trout,60,2.33
1992,CC,Cutthroat trout,108,9.84
1992,CC,Cutthroat trout,103,9.46
1992,CC,Cutthroat trout,56,1.36
1992,CC,Cutthroat trout,99,7.79
1992,CC,Cutthroat trout,86,5.67
1992,CC,Cutthroat trout,64,2.24
1992,CC,Cutthroat trout,54,1.32
1992,CC,Cutthroat trout,96,7.6
1992,CC,Cutthroat trout,54,1.38
1992,CC,Cutthroat trout,150,29.61
1992,CC,Cutthroat trout,66,2.71
1992,CC,Cutthroat trout,94,6.85
1992,CC,Cutthroat trout,96,7.05
1992,CC,Cutthroat trout,115,13.17
1992,CC,Cutthroat trout,89,6
1992,CC,Cutthroat trout,96,8.86
1992,CC,Cutthroat trout,88,5.55
1992,CC,Cutthroat trout,51,1.44
1992,CC,Cutthroat trout,54,1.66
1992,CC,Cutthroat trout,90,5.79
1992,CC,Cutthroat trout,56,1.88
1992,CC,Cutthroat trout,68,2.7
1992,CC,Cutthroat trout,53,1.44
1992,CC,Cutthroat trout,78,3.68
1992,CC,Cutthroat trout,97,7.72
1992,CC,Cutthroat trout,111,10.82
1992,CC,Cutthroat trout,92,6.72
1992,CC,Cutthroat trout,81,4.81
1992,CC,Cutthroat trout,64,2.45
1992,CC,Cutthroat trout,48,1.23
1992,CC,Cutthroat trout,54,1.44
1992,CC,Cutthroat trout,98,8.42
1992,CC,Cutthroat trout,100,10.69
1992,CC,Cutthroat trout,132,17.99
1992,CC,Cutthroat trout,91,6.49
1992,CC,Cutthroat trout,100,8.66
1992,CC,Cutthroat trout,142,24.09
1992,CC,Cutthroat trout,115,12.71
1992,CC,Cutthroat trout,60,1.88
1992,CC,Cutthroat trout,51,1.35
1992,CC,Cutthroat trout,59,1.98
1992,CC,Cutthroat trout,51,1.24
1992,CC,Cutthroat trout,56,1.8
1992,CC,Cutthroat trout,50,1.35
1992,CC,Cutthroat trout,96,7.33
1992,CC,Cutthroat trout,115,13.69
1992,CC,Cutthroat trout,124,14.75
1992,CC,Cutthroat trout,113,12.32
1992,CC,Cutthroat trout,136,21.27
1992,CC,Cutthroat trout,138,20.72
1992,CC,Cutthroat trout,52,1.44
1992,CC,Cutthroat trout,58,1.7
1992,CC,Cutthroat trout,51,1.13
1992,CC,Cutthroat trout,47,0.99
1992,CC,Cutthroat trout,105,10.49
1992,CC,Cutthroat trout,107,10.06
1992,CC,Cutthroat trout,51,1.19
1992,CC,Cutthroat trout,61,2.05
1992,CC,Cutthroat trout,84,6.3
1992,CC,Cutthroat trout,51,1.35
1992,CC,Cutthroat trout,88,6.44
1992,CC,Cutthroat trout,166,38.79
1992,CC,Cutthroat trout,92,6.38
1992,CC,Cutthroat trout,55,1.79
1992,CC,Cutthroat trout,94,7.78
1992,CC,Cutthroat trout,80,5.27
1992,CC,Cutthroat trout,132,20.07
1992,CC,Cutthroat trout,56,1.7
1992,CC,Cutthroat trout,115,13.77
1992,CC,Cutthroat trout,135,20.35
1992,CC,Cutthroat trout,95,7.13
1992,CC,Cutthroat trout,57,1.67
1992,CC,Cutthroat trout,55,1.31
1992,CC,Cutthroat trout,108,11.28
1992,CC,Cutthroat trout,136,23.06
1992,CC,Cutthroat trout,120,15.59
1992,CC,Cutthroat trout,51,1.5
1992,CC,Cutthroat trout,87,5.82
1992,CC,Cutthroat trout,46,1.04
1992,CC,Cutthroat trout,97,7.86
1992,CC,Cutthroat trout,88,5.94
1992,CC,Cutthroat trout,47,0.9
1992,CC,Cutthroat trout,60,2.1
1992,CC,Cutthroat trout,116,15.18
1992,CC,Cutthroat trout,132,19.36
1992,CC,Cutthroat trout,117,14.93
1992,CC,Cutthroat trout,121,14.4
1992,CC,Cutthroat trout,113,12.35
1992,CC,Cutthroat trout,103,8.55
1992,CC,Cutthroat trout,112,11.62
1992,CC,Cutthroat trout,91,6.75
1992,CC,Cutthroat trout,90,6.5
1992,CC,Cutthroat trout,54,1.76
1992,CC,Cutthroat trout,130,19.58
1992,CC,Cutthroat trout,99,8.96
1992,CC,Cutthroat trout,64,2.06
1992,CC,Cutthroat trout,81,5.75
1992,CC,Cutthroat trout,165,36.68
1992,CC,Cutthroat trout,56,1.74
1992,CC,Cutthroat trout,51,1.47
1992,CC,Cutthroat trout,49,1.37
1992,CC,Cutthroat trout,91,6.77
1992,CC,Cutthroat trout,53,1.29
1992,CC,Cutthroat trout,125,18.84
1992,CC,Cutthroat trout,105,10.53
1992,CC,Cutthroat trout,104,9.38
1992,CC,Cutthroat trout,105,8.97
1992,CC,Cutthroat trout,131,19.02
1992,CC,Cutthroat trout,80,5.22
1992,CC,Cutthroat trout,137,20.81
1992,CC,Cutthroat trout,94,7.51
1992,CC,Cutthroat trout,55,1.45
1992,CC,Cutthroat trout,55,1.77
1992,CC,Cutthroat trout,124,15.78
1992,CC,Cutthroat trout,128,18.38
1992,CC,Cutthroat trout,124,16.26
1992,CC,Cutthroat trout,79,4.35
1992,CC,Cutthroat trout,105,9.47
1992,CC,Cutthroat trout,108,10.24
1992,CC,Cutthroat trout,152,28.82
1992,CC,Cutthroat trout,90,7.2
1992,CC,Cutthroat trout,124,14.69
1992,CC,Cutthroat trout,63,2.78
1992,CC,Cutthroat trout,51,1.18
1992,CC,Cutthroat trout,62,2.14
1992,CC,Cutthroat trout,104,9.77
1992,CC,Cutthroat trout,98,7.99
1992,CC,Cutthroat trout,136,20.82
1992,CC,Cutthroat trout,155,32.2
1992,CC,Cutthroat trout,132,20.42
1992,CC,Cutthroat trout,70,3.02
1992,CC,Cutthroat trout,130,18.04
1992,CC,Cutthroat trout,173,47.4
1992,CC,Cutthroat trout,114,13.06
1992,CC,Cutthroat trout,94,7.86
1992,CC,Cutthroat trout,111,11.92
1992,CC,Cutthroat trout,125,16.43
1992,CC,Cutthroat trout,64,2.64
1992,CC,Cutthroat trout,118,15.55
1992,CC,Cutthroat trout,103,10.32
1992,CC,Cutthroat trout,106,10.21
1992,CC,Cutthroat trout,88,5.26
1992,CC,Cutthroat trout,87,6.58
1992,CC,Cutthroat trout,66,2.43
1992,CC,Cutthroat trout,98,7.94
1992,CC,Cutthroat trout,66,2.53
1992,CC,Cutthroat trout,57,1.71
1992,CC,Cutthroat trout,79,3.95
1992,CC,Cutthroat trout,127,15.55
1992,CC,Cutthroat trout,84,5.1
1992,CC,Cutthroat trout,87,4.81
1992,CC,Cutthroat trout,95,7.63
1992,CC,Cutthroat trout,86,5.34
1992,CC,Cutthroat trout,71,2.96
1992,CC,Cutthroat trout,144,26.61
1992,CC,Cutthroat trout,51,1.45
1992,CC,Cutthroat trout,89,5.34
1992,CC,Cutthroat trout,92,6.81
1992,CC,Cutthroat trout,76,3.11
1992,CC,Cutthroat trout,80,4.36
1992,CC,Cutthroat trout,51,1.18
1992,CC,Cutthroat trout,124,17.46
1992,CC,Cutthroat trout,107,12.56
1992,CC,Cutthroat trout,58,1.66
1992,CC,Cutthroat trout,141,21.27
1992,CC,Cutthroat trout,139,25.1
1992,CC,Cutthroat trout,105,10.8
1992,CC,Cutthroat trout,194,66.91
1992,CC,Cutthroat trout,56,1.74
1992,CC,Cutthroat trout,72,3.77
1992,CC,Cutthroat trout,58,1.79
1992,CC,Cutthroat trout,107,9.51
1992,CC,Cutthroat trout,109,11.22
1992,CC,Cutthroat trout,120,15.66
1992,CC,Cutthroat trout,58,1.9
1992,CC,Cutthroat trout,45,0.98
1992,CC,Cutthroat trout,96,7.49
1992,CC,Cutthroat trout,109,13.19
1992,CC,Cutthroat trout,47,1.01
1992,CC,Cutthroat trout,44,0.87
1992,CC,Cutthroat trout,59,2.55
1992,CC,Cutthroat trout,67,2.77
1992,CC,Cutthroat trout,50,1.31
1992,CC,Cutthroat trout,57,1.55
1992,CC,Cutthroat trout,129,20.31
1992,CC,Cutthroat trout,112,11.68
1992,CC,Cutthroat trout,105,10.5
1992,CC,Cutthroat trout,130,17.61
1992,CC,Cutthroat trout,68,3.52
1992,CC,Cutthroat trout,49,1.19
1992,CC,Cutthroat trout,54,1.63
1992,CC,Cutthroat trout,69,3.02
1992,CC,Cutthroat trout,54,1.54
1992,CC,Cutthroat trout,58,2.07
1992,CC,Cutthroat trout,90,6.74
1992,CC,Cutthroat trout,147,26.2
1992,CC,Cutthroat trout,147,25.96
1992,CC,Cutthroat trout,48,1.04
1992,CC,Cutthroat trout,59,2.18
1992,CC,Cutthroat trout,96,7.71
1992,CC,Cutthroat trout,110,11.67
1992,CC,Cutthroat trout,125,17.63
1992,CC,Cutthroat trout,151,33.83
1992,CC,Cutthroat trout,67,2.3
1992,CC,Cutthroat trout,40,0.5
1992,CC,Cutthroat trout,97,8.61
1992,CC,Cutthroat trout,56,1.43
1992,CC,Cutthroat trout,44,0.66
1992,CC,Cutthroat trout,50,1.05
1992,CC,Cutthroat trout,67,2.83
1992,CC,Cutthroat trout,52,1.45
1992,CC,Cutthroat trout,53,1.5
1992,CC,Cutthroat trout,162,35.73
1992,CC,Cutthroat trout,39,0.58
1992,CC,Cutthroat trout,57,1.85
1992,CC,Cutthroat trout,66,2.84
1992,CC,Cutthroat trout,56,1.77
1992,CC,Cutthroat trout,49,1.39
1992,CC,Cutthroat trout,53,2.01
1992,CC,Cutthroat trout,65,2.43
1992,CC,Cutthroat trout,66,2.72
1992,CC,Cutthroat trout,65,2.85
1992,CC,Cutthroat trout,108,11.35
1992,CC,Cutthroat trout,69,2.99
1992,CC,Cutthroat trout,71,3.53
1992,CC,Cutthroat trout,134,21.52
1992,CC,Cutthroat trout,87,5.5
1992,CC,Cutthroat trout,51,1.48
1992,CC,Cutthroat trout,107,11.59
1992,CC,Cutthroat trout,134,21.9
1992,CC,Cutthroat trout,45,0.97
1992,CC,Cutthroat trout,98,7.77
1992,CC,Cutthroat trout,59,1.89
1992,CC,Cutthroat trout,106,10.12
1992,CC,Cutthroat trout,109,11.41
1992,CC,Cutthroat trout,160,33.84
1992,CC,Cutthroat trout,57,1.55
1992,CC,Cutthroat trout,102,9.25
1992,CC,Cutthroat trout,133,21.17
1992,CC,Cutthroat trout,156,34.26
1992,CC,Cutthroat trout,57,1.4
1992,CC,Cutthroat trout,133,19.71
1992,CC,Cutthroat trout,152,32.56
1992,CC,Cutthroat trout,97,7.8
1992,CC,Cutthroat trout,61,2.35
1992,CC,Cutthroat trout,108,11.18
1992,CC,Cutthroat trout,137,22.44
1992,CC,Cutthroat trout,136,21.5
1992,CC,Cutthroat trout,98,7.74
1992,CC,Cutthroat trout,135,22.6
1992,CC,Cutthroat trout,187,53.12
1992,CC,Cutthroat trout,68,2.85
1992,CC,Cutthroat trout,90,6.26
1992,CC,Cutthroat trout,64,2.31
1992,CC,Cutthroat trout,73,3.57
1992,CC,Cutthroat trout,51,1.47
1992,CC,Cutthroat trout,72,3.78
1992,CC,Cutthroat trout,110,12.1
1992,CC,Cutthroat trout,52,1.57
1992,CC,Cutthroat trout,102,9.13
1992,CC,Cutthroat trout,57,1.99
1992,CC,Cutthroat trout,137,23.82
1992,CC,Cutthroat trout,94,7.59
1992,CC,Cutthroat trout,68,2.67
1992,CC,Cutthroat trout,105,10.36
1992,CC,Cutthroat trout,149,27.41
1992,CC,Cutthroat trout,161,39.1
1992,CC,Cutthroat trout,60,2.48
1992,CC,Cutthroat trout,63,3.13
1992,CC,Cutthroat trout,44,0.81
1992,CC,Cutthroat trout,71,3.7
1992,CC,Cutthroat trout,71,3.26
1992,CC,Cutthroat trout,52,1.4
1992,CC,Cutthroat trout,95,8.01
1992,CC,Cutthroat trout,95,7.91
1992,CC,Cutthroat trout,71,3.36
1992,CC,Cutthroat trout,104,9.8
1992,CC,Cutthroat trout,66,3.3
1992,CC,Cutthroat trout,132,20.41
1992,CC,Cutthroat trout,151,33.11
1992,CC,Cutthroat trout,128,23.9
1992,CC,Cutthroat trout,101,8.95
1992,CC,Cutthroat trout,120,15.35
1992,CC,Cutthroat trout,100,9.76
1992,CC,Cutthroat trout,49,1.2
1992,CC,Cutthroat trout,126,18.55
1992,CC,Cutthroat trout,100,9.32
1992,CC,Cutthroat trout,53,1.6
1992,CC,Cutthroat trout,54,1.59
1992,CC,Cutthroat trout,59,2.15
1992,CC,Cutthroat trout,55,1.72
1992,CC,Cutthroat trout,68,3.53
1992,CC,Cutthroat trout,64,2.78
1992,CC,Cutthroat trout,118,15.63
1992,CC,Cutthroat trout,56,1.87
1992,CC,Cutthroat trout,95,7.86
1992,CC,Cutthroat trout,101,9.79
1992,CC,Cutthroat trout,77,5.2
1992,CC,Cutthroat trout,106,10.67
1992,CC,Cutthroat trout,106,9.99
1992,CC,Cutthroat trout,137,20.68
1992,CC,Cutthroat trout,114,12.35
1992,CC,Cutthroat trout,164,38.53
1992,CC,Cutthroat trout,136,20.07
1992,CC,Cutthroat trout,113,12.5
1992,CC,Cutthroat trout,192,60.3
1992,CC,Cutthroat trout,97,9.09
1992,CC,Cutthroat trout,58,1.89
1992,CC,Cutthroat trout,61,2.51
1992,CC,Cutthroat trout,117,15.21
1992,CC,Cutthroat trout,57,1.49
1992,CC,Cutthroat trout,111,10.56
1992,CC,Cutthroat trout,103,10.45
1992,CC,Cutthroat trout,114,13.58
1992,CC,Cutthroat trout,148,32.5
1992,CC,Cutthroat trout,145,25.5
1992,CC,Cutthroat trout,64,2.83
1992,CC,Cutthroat trout,123,16.61
1992,CC,Cutthroat trout,61,2.45
1992,CC,Cutthroat trout,64,2.8
1992,CC,Cutthroat trout,105,9.88
1992,CC,Cutthroat trout,53,1.43
1992,CC,Cutthroat trout,57,1.5
1992,CC,Cutthroat trout,65,2.77
1992,CC,Cutthroat trout,55,1.59
1992,CC,Cutthroat trout,65,2.81
1992,CC,Cutthroat trout,93,6.91
1992,CC,Cutthroat trout,44,0.92
1992,CC,Cutthroat trout,55,1.65
1992,CC,Cutthroat trout,62,2.54
1992,CC,Cutthroat trout,67,3.16
1992,CC,Cutthroat trout,52,1.44
1992,CC,Cutthroat trout,65,2.47
1992,CC,Cutthroat trout,59,2.09
1992,CC,Cutthroat trout,60,1.96
1992,CC,Cutthroat trout,153,31.24
1992,OG,Cutthroat trout,59,1.91
1992,OG,Cutthroat trout,130,18.15
1992,OG,Cutthroat trout,118,14.34
1992,OG,Cutthroat trout,86,5.71
1992,OG,Cutthroat trout,97,7.5
1992,OG,Cutthroat trout,114,12.73
1992,OG,Cutthroat trout,155,33.8
1992,OG,Cutthroat trout,105,9.26
1992,OG,Cutthroat trout,104,9.1
1992,OG,Cutthroat trout,91,6.83
1992,OG,Cutthroat trout,44,0.88
1992,OG,Cutthroat trout,53,1.47
1992,OG,Cutthroat trout,51,1.14
1992,OG,Cutthroat trout,64,2.7
1992,OG,Cutthroat trout,97,8.2
1992,OG,Cutthroat trout,87,5.89
1992,OG,Cutthroat trout,86,5.33
1992,OG,Cutthroat trout,128,20.17
1992,OG,Cutthroat trout,79,4.42
1992,OG,Cutthroat trout,129,17.95
1992,OG,Cutthroat trout,53,1.57
1992,OG,Cutthroat trout,108,10.57
1992,OG,Cutthroat trout,94,7.52
1992,OG,Cutthroat trout,109,10.13
1992,OG,Cutthroat trout,86,5.95
1992,OG,Cutthroat trout,93,7.04
1992,OG,Cutthroat trout,121,16.53
1992,OG,Cutthroat trout,50,1.3
1992,OG,Cutthroat trout,99,8.29
1992,OG,Cutthroat trout,80,4.51
1992,OG,Cutthroat trout,86,5.94
1992,OG,Cutthroat trout,111,11.73
1992,OG,Cutthroat trout,103,8.81
1992,OG,Cutthroat trout,120,15.3
1992,OG,Cutthroat trout,128,15.6
1992,OG,Cutthroat trout,55,1.56
1992,OG,Cutthroat trout,59,1.84
1992,OG,Cutthroat trout,49,1.5
1992,OG,Cutthroat trout,78,5.59
1992,OG,Cutthroat trout,95,10.36
1992,OG,Cutthroat trout,47,0.95
1992,OG,Cutthroat trout,48,1.15
1992,OG,Cutthroat trout,42,0.64
1992,OG,Cutthroat trout,41,0.57
1992,OG,Cutthroat trout,41,0.7
1992,OG,Cutthroat trout,80,4.32
1992,OG,Cutthroat trout,85,5.29
1992,OG,Cutthroat trout,92,6.75
1992,OG,Cutthroat trout,91,6.7
1992,OG,Cutthroat trout,111,10.78
1992,OG,Cutthroat trout,103,9.31
1992,OG,Cutthroat trout,120,15.88
1992,OG,Cutthroat trout,58,1.64
1992,OG,Cutthroat trout,140,23.65
1992,OG,Cutthroat trout,93,6.72
1992,OG,Cutthroat trout,162,37.98
1992,OG,Cutthroat trout,116,12.48
1992,OG,Cutthroat trout,111,12.09
1992,OG,Cutthroat trout,53,1.48
1992,OG,Cutthroat trout,48,1.02
1992,OG,Cutthroat trout,54,1.95
1992,OG,Cutthroat trout,138,26.97
1992,OG,Cutthroat trout,45,1.13
1992,OG,Cutthroat trout,46,0.94
1992,OG,Cutthroat trout,152,26.25
1992,OG,Cutthroat trout,53,1.47
1992,OG,Cutthroat trout,57,1.83
1992,OG,Cutthroat trout,85,5.85
1992,OG,Cutthroat trout,102,9.23
1992,OG,Cutthroat trout,99,8.62
1992,OG,Cutthroat trout,89,6.72
1992,OG,Cutthroat trout,85,5.99
1992,OG,Cutthroat trout,51,1.22
1992,OG,Cutthroat trout,90,6.63
1992,OG,Cutthroat trout,92,6.07
1992,OG,Cutthroat trout,123,15.57
1992,OG,Cutthroat trout,94,9.12
1992,OG,Cutthroat trout,124,15.63
1992,OG,Cutthroat trout,140,21.9
1992,OG,Cutthroat trout,124,15.26
1992,OG,Cutthroat trout,193,61.14
1992,OG,Cutthroat trout,36,0.39
1992,OG,Cutthroat trout,45,0.84
1992,OG,Cutthroat trout,46,0.78
1992,OG,Cutthroat trout,41,0.55
1992,OG,Cutthroat trout,74,4.06
1992,OG,Cutthroat trout,86,6.01
1992,OG,Cutthroat trout,61,1.91
1992,OG,Cutthroat trout,96,7.83
1992,OG,Cutthroat trout,72,3.14
1992,OG,Cutthroat trout,116,11.89
1992,OG,Cutthroat trout,98,7.53
1992,OG,Cutthroat trout,95,7.97
1992,OG,Cutthroat trout,144,26.1
1992,OG,Cutthroat trout,87,5.21
1992,OG,Cutthroat trout,114,12
1992,OG,Cutthroat trout,87,5.63
1992,OG,Cutthroat trout,49,1.01
1992,OG,Cutthroat trout,57,1.52
1992,OG,Cutthroat trout,90,7.01
1992,OG,Cutthroat trout,83,5.26
1992,OG,Cutthroat trout,109,10.4
1992,OG,Cutthroat trout,147,25.46
1992,OG,Cutthroat trout,58,1.81
1992,OG,Cutthroat trout,105,9.09
1992,OG,Cutthroat trout,61,2.21
1992,OG,Cutthroat trout,91,6.48
1992,OG,Cutthroat trout,98,7.37
1992,OG,Cutthroat trout,49,1.09
1992,OG,Cutthroat trout,57,1.89
1992,OG,Cutthroat trout,103,10.54
1992,OG,Cutthroat trout,96,7.96
