id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
464283,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T0,NEON010T0,"NEON sampleID: CFC.JERC019.CATO6-2.20190910.AR; NEON sampleID Hash: drmNO6RIfvRG7HuOGRWFFl/vPHFc071IrNbLNVIIsAQ=; NEON sampleCode (barcode): A00000129287; NEON sampleUUID: 1ab2d6c8-db4b-4032-8618-7be4ddea1a18",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Carya,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,"Carya tomentosa",13108,"(Lam.) Nutt.",Carya,,tomentosa,,,Species,undefined,2019-09-10T13:18:00Z,,,"Identification source: harvested from NEON API",,,"Wayne Hall (ORCID 0000-0001-6607-7236)",,2019-09-10,2019,9,10,253,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 5.582",JERC_019.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_019 (plot dimensions: 40m x 40m)",,31.187434,-84.470663,WGS84,20,"16N 741028.82751E 3453130.72302N",,,"GeoXH 6000",,,34,39,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,30bba1e9-4cc6-4155-b0e0-9737d5d95c39,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464283
464284,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T1,NEON010T1,"NEON sampleID: CFC.JERC019.QUFA-1.20190910.AR; NEON sampleID Hash: drmNO6RIfvQxjX2PjOd7Gy2jXbKMsiBR1JgmiRi4Wp4=; NEON sampleCode (barcode): A00000129271; NEON sampleUUID: b76139f6-8326-4e66-9434-fab4c2cb8ee9",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus falcata",29814,Michx.,Quercus,,falcata,,,Species,undefined,2019-09-10T12:54:00Z,,,"Identification source: harvested from NEON API",,,"Wayne Hall (ORCID 0000-0001-6607-7236)",,2019-09-10,2019,9,10,253,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.175",JERC_019.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_019 (plot dimensions: 40m x 40m)",,31.187434,-84.470663,WGS84,20,"16N 741028.82751E 3453130.72302N",,,"GeoXH 6000",,,34,39,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,8d541ba4-5b31-4f28-8971-5cb0ee4510af,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464284
464285,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T2,NEON010T2,"NEON sampleID: CFC.JERC028.CAGL8-2.20190910.AR; NEON sampleID Hash: drmNO6RIfvQLspFxGPribqkK3bIWpg8wubMcpt13xNo=; NEON sampleCode (barcode): A00000129291; NEON sampleUUID: 35129a4c-b27d-4bad-a870-618d7f373bf6",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Carya,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,"Carya glabra",13094,"(Mill.) Sweet",Carya,,glabra,,,Species,undefined,2019-09-10T14:31:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-10,2019,9,10,253,,,"Collected specimen for identification. Identification was Carya tomentosa according to Weakley Flora of the Southeastern Coastal Plain 2017 but could be hybrid.; sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 0; slope gradient: 0; soil type order: Entisols",,,,,,,,,,,,,,"sample mass: 2.32",JERC_028.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_028 (plot dimensions: 40m x 40m)",,31.182704,-84.477998,WGS84,20,"16N 740341.60147E 3452590.29706N",,,"GeoXH 6000",,,27,39,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,3b8f2085-555b-4c48-801f-7ff47334f5c3,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464285
464286,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T3,NEON010T3,"NEON sampleID: CFC.JERC029.CLIP-2.20190910.AR; NEON sampleID Hash: drmNO6RIfvRWBBTINWGyxRVPV2ziVOuTq4VkX0nMRgQ=; NEON sampleCode (barcode): A00000075190; NEON sampleUUID: d998aaca-d65c-4adb-bd94-75bb2dc90639",Organism|Plantae,Plantae,,,,,"Bulk Canopy Foliage",126850,,,,,,,,,,,,,,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-10,2019,9,10,253,,,"Toxicodendron in sample. Sample not ground.; sample type: Herbaceous clip strip; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 1.081",JERC_029.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_029 (plot dimensions: 40m x 40m)",,31.186763,-84.46438,WGS84,20,"16N 741629.44367E 3453070.0404N",,,"GeoXH 6000",,,44,46,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,882d8d9f-746b-411d-9f12-22763c5dcbcd,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464286
464287,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T4,NEON010T4,"NEON sampleID: CFC.JERC029.SAAL5-1.20190910.AR; NEON sampleID Hash: drmNO6RIfvTr/54n3AqJOv1KiWmO0pRnsxWfGfij83k=; NEON sampleCode (barcode): A00000075259; NEON sampleUUID: 4b433a3b-186d-462c-9612-7af038895378",Organism|Plantae|Tracheophyta|Magnoliopsida|Laurales|Lauraceae|Sassafras,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,"Sassafras albidum",44630,"(Nutt.) Nees",Sassafras,,albidum,,,Species,undefined,2019-09-10T13:13:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-10,2019,9,10,253,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.089",JERC_029.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_029 (plot dimensions: 40m x 40m)",,31.186763,-84.46438,WGS84,20,"16N 741629.44367E 3453070.0404N",,,"GeoXH 6000",,,44,46,,,,,,,,"2024-01-12 16:06:01",http://creativecommons.org/publicdomain/zero/1.0/,,,3e2cd17e-36e6-4b28-9cfd-fd46f95d65fd,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464287
464288,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T5,NEON010T5,"NEON sampleID: CFC.JERC030.CLIP-3.20190905.AR; NEON sampleID Hash: drmNO6RIfvTMOEuB12uF5leMVKkOygGgyveZUo1JJRw=; NEON sampleCode (barcode): A00000075245; NEON sampleUUID: 9c85b2c1-a184-43cd-a390-752616e30a78",Organism|Plantae,Plantae,,,,,"Bulk Canopy Foliage",126850,,,,,,,,,,,,,,,"Allyson Holmes (ORCID 0000-0002-6940-7496)",,2019-09-05,2019,9,5,248,,,"Mostly Paspalum notatum plus a few legume species.; sample type: Herbaceous clip strip; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","mixedForest; slope aspect: 0; slope gradient: 2.3; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 0.554",JERC_030.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_030 (plot dimensions: 40m x 40m)",,31.185097,-84.476067,WGS84,20,"16N 740519.62147E 3452859.82895N",,,"GeoXH 6000",,,36,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,f7705d39-b61e-4f9f-8974-34a4fa611662,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464288
464289,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T6,NEON010T6,"NEON sampleID: CFC.JERC030.PRSE2-1.20190905.AR; NEON sampleID Hash: drmNO6RIfvTDbaenhyguGUIsdhM6Jnn63QykW2M/yrI=; NEON sampleCode (barcode): A00000075265; NEON sampleUUID: 48068c3b-1427-4dbc-a032-a382fb41ebac",Organism|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Prunus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"Prunus serotina",28293,Ehrh.,Prunus,,serotina,,,Species,undefined,2019-09-05T12:40:00Z,,,"Identification source: harvested from NEON API",,,"Allyson Holmes (ORCID 0000-0002-6940-7496)",,2019-09-05,2019,9,5,248,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","mixedForest; slope aspect: 0; slope gradient: 2.3; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.885",JERC_030.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_030 (plot dimensions: 40m x 40m)",,31.185097,-84.476067,WGS84,20,"16N 740519.62147E 3452859.82895N",,,"GeoXH 6000",,,36,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,a7bacb18-3359-495c-9dfc-89aff426441f,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464289
464290,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T7,NEON010T7,"NEON sampleID: CFC.JERC030.QUHE2-2.20190905.AR; NEON sampleID Hash: drmNO6RIfvTlb5MqNrosXPo2BaDIUoirjQ/onZTl7Yg=; NEON sampleCode (barcode): A00000075281; NEON sampleUUID: bff95e83-65ef-47e5-a031-43f03519177f",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus hemisphaerica",29838,"W.Bartram ex Willd.",Quercus,,hemisphaerica,,,Species,undefined,2019-09-05T12:43:00Z,,,"Identification source: harvested from NEON API",,,"Allyson Holmes (ORCID 0000-0002-6940-7496)",,2019-09-05,2019,9,5,248,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","mixedForest; slope aspect: 0; slope gradient: 2.3; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 1.658",JERC_030.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_030 (plot dimensions: 40m x 40m)",,31.185097,-84.476067,WGS84,20,"16N 740519.62147E 3452859.82895N",,,"GeoXH 6000",,,36,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,a391d1b7-ff79-452e-b03c-9df29f67e7de,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464290
464291,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T8,NEON010T8,"NEON sampleID: CFC.JERC047.CAGL8-1.20190910.AR; NEON sampleID Hash: drmNO6RIfvQEnxCQCwNGmoU0lIE+slV8G4OSYpJCNlA=; NEON sampleCode (barcode): A00000075250; NEON sampleUUID: d19c95dc-02a1-4217-918a-40fd212290a3",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Carya,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,"Carya glabra",13094,"(Mill.) Sweet",Carya,,glabra,,,Species,undefined,2019-09-10T14:03:00Z,,,"Identification source: harvested from NEON API",,,"Wayne Hall (ORCID 0000-0001-6607-7236)",,2019-09-10,2019,9,10,253,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 319.43; slope gradient: 2.23; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.001",JERC_047.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_047 (plot dimensions: 40m x 40m)",,31.198433,-84.467178,WGS84,20,"16N 741333.08504E 3454357.88555N",,,"GeoXH 6000",,,35,38,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,cfe90b46-413d-4b87-bff8-812ba3c1afe6,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464291
464292,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010T9,NEON010T9,"NEON sampleID: CFC.JERC047.DIVI5-2.20190910.AR; NEON sampleID Hash: drmNO6RIfvRrGTYe1QF19HR3TY8szPvaF61eoxmW8wY=; NEON sampleCode (barcode): A00000075225; NEON sampleUUID: 3d65c282-d7b0-4fa4-9bd0-c8d042da3aa4",Organism|Plantae|Tracheophyta|Magnoliopsida|Ericales|Ebenaceae|Diospyros,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,"Diospyros virginiana",28227,L.,Diospyros,,virginiana,,,Species,undefined,2019-09-10T15:38:00Z,,,"Identification source: harvested from NEON API",,,"Wayne Hall (ORCID 0000-0001-6607-7236)",,2019-09-10,2019,9,10,253,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 319.43; slope gradient: 2.23; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.188",JERC_047.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_047 (plot dimensions: 40m x 40m)",,31.198433,-84.467178,WGS84,20,"16N 741333.08504E 3454357.88555N",,,"GeoXH 6000",,,35,38,,,,,,,,"2024-01-12 16:06:01",http://creativecommons.org/publicdomain/zero/1.0/,,,ae67286b-e893-45cb-a032-5b79ff251871,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464292
464293,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TA,NEON010TA,"NEON sampleID: CFC.JERC048.PIPA2-1.20190905.AR; NEON sampleID Hash: drmNO6RIfvTaK8zVA3k/ma2BnKUnYXRfda0JWd6sy6o=; NEON sampleCode (barcode): A00000075247; NEON sampleUUID: a5f650af-753c-448b-904f-27efc60553e8",Organism|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,"Pinus palustris",23870,Mill.,Pinus,,palustris,,,Species,undefined,2019-09-05T20:01:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-05,2019,9,5,248,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 1.903",JERC_048.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_048 (plot dimensions: 40m x 40m)",,31.196458,-84.461913,WGS84,20,"16N 741839.92746E 3454150.40951N",,,"GeoXH 6000",,,47,49,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,b3114c97-b903-45a8-8cc7-c4151a3e312c,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464293
464294,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TB,NEON010TB,"NEON sampleID: CFC.JERC049.PIPA2-2.20190905.AR; NEON sampleID Hash: drmNO6RIfvQufq1pJ0wQnFsIMDd0D/OVWRsfgPzsv3E=; NEON sampleCode (barcode): A00000075273; NEON sampleUUID: d6ad98cb-7937-4f6a-8a78-1ca8b2c6c9b9",Organism|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,"Pinus palustris",23870,Mill.,Pinus,,palustris,,,Species,undefined,2019-09-05T19:31:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-05,2019,9,5,248,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 2.116",JERC_049.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_049 (plot dimensions: 40m x 40m)",,31.196488,-84.464108,WGS84,20,"16N 741630.63826E 3454148.93436N",,,"GeoXH 6000",,,44,46,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,6c43330b-f109-47a5-bc9c-8a70119a3ee9,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464294
464295,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TC,NEON010TC,"NEON sampleID: CFC.JERC049.QUMA6-1.20190905.AR; NEON sampleID Hash: drmNO6RIfvQr7T67Hd329Lgo5v0ZleUjE3HPTu3mmL0=; NEON sampleCode (barcode): A00000075254; NEON sampleUUID: bf1c49d8-10e1-4570-bd5f-0eea3ffc82d8",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus margaretta",,,,,,,,,undefined,2019-09-05T19:21:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-05,2019,9,5,248,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 3.628",JERC_049.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_049 (plot dimensions: 40m x 40m)",,31.196488,-84.464108,WGS84,20,"16N 741630.63826E 3454148.93436N",,,"GeoXH 6000",,,44,46,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,50801cdf-4ce9-46d9-b550-5303d20b4b45,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464295
464296,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TD,NEON010TD,"NEON sampleID: CFC.JERC050.ACFL-1.20190909.AR; NEON sampleID Hash: drmNO6RIfvSqYPgXGoJuUa/aCNOSLI7EFP+OWStcHmI=; NEON sampleCode (barcode): A00000075244; NEON sampleUUID: 97b16c3b-f07b-4dad-8855-52b4bfc3c3cd",Organism|Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Aceraceae,"Acer barbatum",364,Michx.,Acer,,barbatum,,,Species,undefined,2019-09-09T18:47:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-09,2019,9,9,252,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Entisols",,,,,,,,,,,,,,"sample mass: 1.859",JERC_050.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_050 (plot dimensions: 40m x 40m)",,31.196845,-84.468201,WGS84,20,"16N 741239.61452E 3454179.57591N",,,"GeoXH 6000",,,33,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,33753efe-ef6e-4f90-8694-42b57247a80f,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464296
464297,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TE,NEON010TE,"NEON sampleID: CFC.JERC050.CELA-2.20190909.AR; NEON sampleID Hash: drmNO6RIfvTeFUdgrhkPHRqSl4ouk88nDyHhXtXwj5M=; NEON sampleCode (barcode): A00000075253; NEON sampleUUID: 5afcf5b8-4949-4c58-8f05-7cf77b007db0",Organism|Plantae|Tracheophyta|Magnoliopsida|Rosales|Cannabaceae|Celtis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,"Celtis laevigata",15580,Willd.,Celtis,,laevigata,,,Species,undefined,2019-09-09T19:18:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-09,2019,9,9,252,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Entisols",,,,,,,,,,,,,,"sample mass: 1.858",JERC_050.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_050 (plot dimensions: 40m x 40m)",,31.196845,-84.468201,WGS84,20,"16N 741239.61452E 3454179.57591N",,,"GeoXH 6000",,,33,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,c37265c9-c617-40a2-ab9f-768eedc3216b,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464297
464298,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON010TF,NEON010TF,"NEON sampleID: CFC.JERC050.PIEC2-3.20190909.AR; NEON sampleID Hash: drmNO6RIfvR0/WLuVqVkIQSr6OykL0l2axGNnLMMkR0=; NEON sampleCode (barcode): A00000075262; NEON sampleUUID: b061f13f-8f98-4834-9363-bd11b68f218e",Organism|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,"Pinus echinata",23805,Mill.,Pinus,,echinata,,,Species,undefined,2019-09-09T19:59:00Z,,,"Identification source: harvested from NEON API",,,"Kyle Martin (ORCID 0000-0001-5871-8742)",,2019-09-09,2019,9,9,252,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","evergreenForest; slope aspect: 0; slope gradient: 0; soil type order: Entisols",,,,,,,,,,,,,,"sample mass: 1.209",JERC_050.basePlot.cfc,,,,,"United States",Georgia,Baker,,"Southeast (D03), The Jones Center At Ichauway NEON (JERC), Plot JERC_050 (plot dimensions: 40m x 40m)",,31.196845,-84.468201,WGS84,20,"16N 741239.61452E 3454179.57591N",,,"GeoXH 6000",,,33,37,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,1b012e37-65e8-4d8f-81f6-955fcfdf7f69,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=464298
