CommonName,ScientificName,Authorship,ITIS_TSN,NY_Concern,Location,Sample_Date,ChorusCode,ChorusCount,Live_n,Dead_n,AmplectantPairs_N,EggMass_n,Juv_n,Sperm_n,TadLarv_n
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandSwamp,2002-04-09,NA,NA,NA,NA,NA,6,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandSwamp,2002-04-09,NA,NA,NA,NA,NA,18,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2002-04-10,NA,NA,NA,NA,NA,7,NA,15,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2002-04-10,NA,NA,1,NA,NA,150,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2002-04-10,NA,NA,NA,NA,NA,2,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2002-04-10,NA,NA,2,NA,NA,67,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2002-04-10,2,3,3,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2002-04-10,NA,NA,24,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2002-04-10,NA,NA,4,NA,NA,189,NA,1000,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2002-04-10,NA,NA,NA,NA,NA,100,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2002-04-10,NA,NA,NA,NA,NA,22,NA,100,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2002-04-10,2,4,4,NA,NA,65,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2002-04-10,NA,NA,NA,NA,NA,14,NA,3,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2002-04-10,NA,NA,NA,NA,NA,12,NA,NA,NA
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2002-04-15,NA,NA,2,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2002-04-15,NA,NA,NA,NA,NA,NA,NA,NA,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2002-04-15,NA,NA,NA,NA,NA,23,NA,1,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Talus,2002-04-15,NA,NA,NA,NA,NA,3,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2002-04-24,NA,NA,3,NA,NA,4,NA,NA,10000
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2002-05-24,NA,NA,2,NA,NA,NA,NA,NA,1000
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2002-05-28,NA,NA,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2002-05-28,NA,NA,NA,NA,NA,NA,14,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Terrace,2003-03-18,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2003-03-28,NA,NA,NA,NA,NA,0,NA,0,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2003-03-28,3,NA,24,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2003-03-28,NA,NA,NA,NA,NA,0,NA,0,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2003-03-28,3,NA,40,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2003-03-28,3,NA,60,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2003-03-28,1,1,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2003-03-28,3,NA,143,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2003-04-14,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2003-04-14,NA,NA,1,NA,NA,757,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2003-04-14,NA,NA,NA,NA,NA,6,NA,20,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2003-04-14,NA,NA,2,1,NA,169,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2003-04-16,2,4,4,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2003-04-16,3,NA,50,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2003-04-21,1,1,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2003-04-21,NA,NA,15,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2003-04-21,NA,NA,NA,NA,NA,50,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2003-04-21,NA,NA,NA,NA,NA,200,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2003-04-21,NA,NA,NA,NA,NA,6,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2003-04-21,NA,NA,NA,NA,NA,20,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2003-04-22,1,1,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2003-04-22,NA,NA,2,NA,2,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2003-04-29,2,2,2,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2003-05-01,1,1,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2003-05-01,NA,NA,NA,NA,NA,NA,NA,NA,200
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2003-05-15,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2003-05-15,NA,NA,NA,NA,NA,NA,NA,NA,2
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2003-05-28,NA,NA,NA,NA,NA,NA,NA,NA,200
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2003-05-28,NA,NA,NA,NA,NA,NA,NA,NA,100
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-03-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-03-25,4,4,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2004-03-27,4,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2004-03-27,3,NA,20,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2004-03-29,3,NA,50,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2004-03-29,4,NA,25,NA,25,15,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-03-29,3,NA,60,NA,NA,151,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2004-03-30,3,NA,5,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2004-04-05,NA,NA,NA,NA,2,5,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2004-04-05,NA,NA,2,NA,2,158,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2004-04-05,3,NA,12,NA,NA,18,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandSwamp,2004-04-05,3,NA,6,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandSwamp,2004-04-05,NA,NA,NA,1,NA,1,NA,2,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandSwamp,2004-04-05,1,2,10,NA,NA,56,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2004-04-05,NA,NA,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-04-05,NA,NA,3,1,NA,192,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2004-04-06,3,NA,20,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2004-04-06,NA,NA,4,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2004-04-06,NA,NA,NA,NA,NA,23,NA,8,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2004-04-06,3,NA,20,NA,NA,138,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2004-04-08,3,NA,10,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2004-04-08,NA,NA,NA,NA,NA,6,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-04-08,NA,NA,6,NA,2,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2004-04-08,3,NA,5,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2004-04-08,NA,NA,NA,NA,NA,NA,NA,1,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2004-04-08,NA,NA,20,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-04-09,3,NA,30,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2004-04-09,3,NA,10,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2004-04-09,3,NA,5,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2004-04-15,3,NA,20,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2004-04-15,NA,NA,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2004-04-15,NA,NA,NA,NA,NA,181,NA,13,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2004-04-15,NA,NA,NA,NA,NA,49,NA,NA,NA
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2004-04-20,NA,NA,2,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2004-04-20,NA,NA,NA,NA,NA,NA,NA,NA,13
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2004-04-20,NA,NA,NA,NA,NA,81,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Talus,2004-04-20,1,1,1,NA,NA,10,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2004-04-21,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2004-04-21,NA,NA,NA,NA,NA,2,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2004-04-27,NA,NA,NA,NA,NA,NA,NA,NA,1000
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2004-05-27,NA,NA,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2004-05-28,1,1,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2005-04-02,4,NA,3,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2005-04-06,3,NA,25,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2005-04-06,NA,NA,NA,NA,NA,2,NA,2,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2005-04-06,NA,NA,78,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2005-04-06,1,1,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2005-04-06,3,NA,200,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2005-04-06,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2005-04-06,3,NA,50,NA,NA,35,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandSwamp,2005-04-06,3,NA,20,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandSwamp,2005-04-06,3,NA,5,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2005-04-06,1,1,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2005-04-06,3,NA,530,NA,360,144,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2005-04-06,3,NA,12,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2005-04-08,NA,NA,NA,NA,NA,3,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2005-04-08,NA,NA,31,1,NA,190,NA,NA,NA
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,LongWoodlandPool,2005-04-08,NA,NA,NA,NA,NA,NA,NA,NA,1
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,2005-04-08,NA,NA,NA,NA,NA,5,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2005-04-08,NA,NA,NA,NA,NA,30,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2005-04-08,NA,NA,NA,NA,NA,76,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandSwamp,2005-04-08,NA,NA,NA,NA,NA,NA,NA,3,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandSwamp,2005-04-08,3,NA,15,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandSwamp,2005-04-08,NA,NA,NA,NA,NA,25,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandSwamp,2005-04-08,NA,NA,3,NA,NA,57,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2005-04-08,NA,NA,NA,NA,NA,9,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2005-04-08,NA,NA,21,NA,NA,485,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2005-04-08,3,NA,15,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2005-04-13,NA,NA,NA,NA,NA,72,NA,30,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2005-04-13,NA,NA,NA,NA,NA,15,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2005-04-13,NA,NA,NA,NA,NA,3,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2005-04-13,NA,NA,NA,NA,NA,32,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2005-04-15,2,2,2,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2005-04-15,NA,NA,9,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2005-04-15,NA,NA,1,1,NA,867,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2005-04-15,NA,NA,NA,NA,NA,17,NA,NA,20
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2005-04-18,NA,NA,1,1,NA,NA,NA,NA,NA
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Talus,2005-04-19,NA,NA,NA,NA,NA,NA,NA,NA,1
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2005-04-19,NA,NA,23,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2005-04-19,NA,NA,NA,NA,NA,NA,NA,NA,4
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2005-04-19,NA,NA,NA,NA,NA,126,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2005-04-21,NA,NA,1,NA,NA,NA,NA,NA,200
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2005-04-21,NA,NA,NA,NA,NA,NA,NA,NA,1000
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2005-04-29,NA,NA,NA,NA,NA,NA,NA,NA,1000
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2005-04-29,NA,NA,NA,NA,NA,NA,NA,NA,1000
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2005-05-19,NA,NA,NA,NA,NA,NA,NA,NA,1000
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2005-05-19,NA,NA,NA,NA,NA,NA,NA,NA,1000
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,100
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2005-05-31,NA,NA,NA,NA,100,NA,NA,NA,100
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2006-02-03,NA,NA,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2006-02-03,NA,NA,6,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2006-02-03,4,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2006-03-14,0,NA,7,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2006-03-15,NA,NA,2,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Canaan,2006-03-16,NA,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2006-03-16,0,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2006-03-27,3,NA,150,NA,20,45,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2006-03-27,3,NA,139,NA,11,61,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2006-03-28,4,NA,5,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,2006-03-28,NA,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2006-03-28,NA,NA,80,NA,NA,15,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2006-03-28,NA,NA,22,NA,NA,26,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2006-03-28,3,NA,15,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Oakwood,2006-03-28,NA,NA,13,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2006-03-28,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2006-03-28,3,NA,10,2,NA,585,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2006-03-30,NA,4,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2006-03-30,NA,4,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2006-04-06,NA,NA,NA,NA,NA,2,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2006-04-06,NA,NA,NA,1,NA,252,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2006-04-06,NA,NA,NA,NA,NA,178,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,2006-04-10,NA,NA,NA,NA,NA,3,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2006-04-10,2,4,4,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2006-04-10,NA,NA,NA,NA,NA,100,NA,7,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2006-04-10,NA,NA,NA,NA,NA,71,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2006-04-10,2,4,4,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,LongWoodlandPool,2006-04-10,NA,NA,3,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2006-04-10,NA,NA,NA,NA,NA,8,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2006-04-10,NA,NA,NA,NA,NA,30,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2006-04-10,NA,NA,NA,NA,NA,11,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2006-04-10,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2006-04-10,NA,NA,NA,NA,NA,3,NA,6,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2006-04-10,2,2,2,NA,NA,128,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Canaan,2006-04-11,NA,NA,NA,NA,NA,11,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2006-04-11,1,1,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Canaan,2006-04-11,NA,NA,29,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2006-04-11,NA,NA,NA,NA,NA,177,NA,7,NA
